day_of_year,year,fact_fragment,fact_statement,was_submitted
67,1850,"Senator Daniel Webster gives his ""Seventh of March"" speech endorsing the Compromise of 1850 in order to prevent a possible civil war","March 7 is the day in 1850 that Senator Daniel Webster gives his ""Seventh of March"" speech endorsing the Compromise of 1850 in order to prevent a possible civil war.",False
67,1876,Alexander Graham Bell is granted a patent for an invention he calls the telephone,March 7 is the day in 1876 that Alexander Graham Bell is granted a patent for an invention he calls the telephone.,False
67,1886,"the City of Lábrea in Amazonas, Brazil is founded","March 7 is the day in 1886 that the City of Lábrea in Amazonas, Brazil is founded.",False
67,1900,the German liner SS Kaiser Wilhelm der Grosse becomes the first ship to send wireless signals to shore,March 7 is the day in 1900 that the German liner SS Kaiser Wilhelm der Grosse becomes the first ship to send wireless signals to shore.,False
67,1912,"Roald Amundsen announces that his expedition had reached the South Pole on December 14, 1911","March 7 is the day in 1912 that Roald Amundsen announces that his expedition had reached the South Pole on December 14, 1911.",False
67,1985,"the song ""We Are the World"" has its international release","March 7 is the day in 1985 that the song ""We Are the World"" has its international release.",False
67,1989,Iran and the United Kingdom break diplomatic relations after a row over Salman Rushdie and his controversial novel,March 7 is the day in 1989 that Iran and the United Kingdom break diplomatic relations after a row over Salman Rushdie and his controversial novel.,False
67,2006,"the terrorist organisation Lashkar-e-Taiba coordinates a series of bombings in Varanasi, India","March 7 is the day in 2006 that the terrorist organisation Lashkar-e-Taiba coordinates a series of bombings in Varanasi, India.",False
67,2007,"the British House of Commons votes to make the upper chamber, the House of Lords, 100% elected","March 7 is the day in 2007 that the British House of Commons votes to make the upper chamber, the House of Lords, 100% elected.",False
67,2009,"the Real Irish Republican Army kills two British soldiers and two civilians, the first British military deaths in Northern Ireland since The Troubles","March 7 is the day in 2009 that the Real Irish Republican Army kills two British soldiers and two civilians, the first British military deaths in Northern Ireland since The Troubles.",False
67,2009,"the Kepler space observatory, designed to discover Earth-like planets orbiting other stars, is launched","March 7 is the day in 2009 that the Kepler space observatory, designed to discover Earth-like planets orbiting other stars, is launched.",False
68,1010,Ferdowsi completes his Shāhnāmeh,March 8 is the day in 1010 that Ferdowsi completes his Shāhnāmeh.,False
68,1655,John Casor becomes the first legally-recognized slave in England's North American colonies,March 8 is the day in 1655 that John Casor becomes the first legally-recognized slave in England's North American colonies.,False
68,1702,"Anne Stuart, sister of Mary II, becomes Queen regnant of England, Scotland, and Ireland","March 8 is the day in 1702 that Anne Stuart, sister of Mary II, becomes Queen regnant of England, Scotland, and Ireland.",False
68,1722,"the Safavid Empire of Iran is defeated by an army from Afghanistan at The Battle of Gulnabad, pushing Iran into anarchy","March 8 is the day in 1722 that the Safavid Empire of Iran is defeated by an army from Afghanistan at The Battle of Gulnabad, pushing Iran into anarchy.",False
68,1736,"Nader Shah, founder of the Afsharid dynasty, is crowned Shah of Iran","March 8 is the day in 1736 that Nader Shah, founder of the Afsharid dynasty, is crowned Shah of Iran.",False
68,1775,"an anonymous writer, thought by some to be Thomas Paine, publishes ""African Slavery in America"", the first article in the American colonies calling for the emancipation of slaves and the abolition of slavery","March 8 is the day in 1775 that an anonymous writer, thought by some to be Thomas Paine, publishes ""African Slavery in America"", the first article in the American colonies calling for the emancipation of slaves and the abolition of slavery.",False
68,1817,the New York Stock Exchange is founded,March 8 is the day in 1817 that the New York Stock Exchange is founded.,False
68,1911,"International Women's Day is launched in Copenhagen, Denmark, by Clara Zetkin, leader of the Women's Office for the Social Democratic Party in Germany","March 8 is the day in 1911 that International Women's Day is launched in Copenhagen, Denmark, by Clara Zetkin, leader of the Women's Office for the Social Democratic Party in Germany.",False
68,1917,International Women's Day protests in St. Petersburg mark the beginning of the February Revolution (so named because it was February on the Julian calendar),March 8 is the day in 1917 that International Women's Day protests in St. Petersburg mark the beginning of the February Revolution (so named because it was February on the Julian calendar).,False
68,1917,the United States Senate votes to limit filibusters by adopting the cloture rule,March 8 is the day in 1917 that the United States Senate votes to limit filibusters by adopting the cloture rule.,False
68,1920,"the Arab Kingdom of Syria, the first modern Arab state to come into existence, is established","March 8 is the day in 1920 that the Arab Kingdom of Syria, the first modern Arab state to come into existence, is established.",False
68,1924,"the Castle Gate mine disaster kills 172 coal miners near Castle Gate, Utah","March 8 is the day in 1924 that the Castle Gate mine disaster kills 172 coal miners near Castle Gate, Utah.",False
68,1936,Daytona Beach Road Course holds its first oval stock car race,March 8 is the day in 1936 that Daytona Beach Road Course holds its first oval stock car race.,False
68,1949,"mildred Gillars (""Axis Sally"") is condemned to prison for treason","March 8 is the day in 1949 that mildred Gillars (""Axis Sally"") is condemned to prison for treason.",False
68,1957,Egypt re-opens the Suez Canal after the Suez Crisis,March 8 is the day in 1957 that Egypt re-opens the Suez Canal after the Suez Crisis.,False
68,1957,"the 1957 Georgia Memorial to Congress, which petitions the U.S. Congress to declare the ratification of the 14th & 15th Amendments to the U.S. Constitution null and void, is adopted by the U.S. state of Georgia","March 8 is the day in 1957 that the 1957 Georgia Memorial to Congress, which petitions the U.S. Congress to declare the ratification of the 14th & 15th Amendments to the U.S. Constitution null and void, is adopted by the U.S. state of Georgia.",False
68,1957,Ghana joins the United Nations,March 8 is the day in 1957 that Ghana joins the United Nations.,False
68,1963,the Ba'ath Party comes to power in Syria in a coup d'état by a clique of quasi-leftist Syrian Army officers calling themselves the National Council of the Revolutionary Command,March 8 is the day in 1963 that the Ba'ath Party comes to power in Syria in a coup d'état by a clique of quasi-leftist Syrian Army officers calling themselves the National Council of the Revolutionary Command.,False
68,1966,a bomb planted by young Irish protesters destroys Nelson's Pillar in Dublin,March 8 is the day in 1966 that a bomb planted by young Irish protesters destroys Nelson's Pillar in Dublin.,False
68,1974,"Charles de Gaulle Airport opens in Paris, France","March 8 is the day in 1974 that Charles de Gaulle Airport opens in Paris, France.",False
68,1978,"the first radio episode of The Hitchhiker's Guide to the Galaxy, by Douglas Adams, is transmitted on BBC Radio 4","March 8 is the day in 1978 that the first radio episode of The Hitchhiker's Guide to the Galaxy, by Douglas Adams, is transmitted on BBC Radio 4.",False
68,1983,"President Ronald Reagan calls the Soviet Union an ""evil empire""","March 8 is the day in 1983 that President Ronald Reagan calls the Soviet Union an ""evil empire"".",False
68,1985,"a failed assassination attempt on Sayyed Mohammad Hussein Fadlallah in Beirut, Lebanon, kills at least 45 and injures 175 others","March 8 is the day in 1985 that a failed assassination attempt on Sayyed Mohammad Hussein Fadlallah in Beirut, Lebanon, kills at least 45 and injures 175 others.",False
68,1999,the Supreme Court of the United States upholds the murder convictions of Timothy McVeigh for the Oklahoma City bombing,March 8 is the day in 1999 that the Supreme Court of the United States upholds the murder convictions of Timothy McVeigh for the Oklahoma City bombing.,False
68,2004,a new constitution is signed by Iraq's Governing Council,March 8 is the day in 2004 that a new constitution is signed by Iraq's Governing Council.,False
69,-141,"Liu Che, posthumously known as Emperor Wu of Han, assumes the throne over the Han Dynasty of China","March 9 is the day in 141 BC that Liu Che, posthumously known as Emperor Wu of Han, assumes the throne over the Han Dynasty of China.",False
69,632,"the Last Sermon (Khutbah, Khutbatul Wada') of Prophet Muhammad","March 9 is the day in 632 that the Last Sermon (Khutbah, Khutbatul Wada') of Prophet Muhammad.",False
69,1009,"first known mention of Lithuania, in the annals of the monastery of Quedlinburg","March 9 is the day in 1009 that first known mention of Lithuania, in the annals of the monastery of Quedlinburg.",False
