number,fact_fragment,fact_statement,was_submitted
2,the designation of the Trans-Canada Highway in most of the province of New Brunswick,2 is the designation of the Trans-Canada Highway in most of the province of New Brunswick.,False
2,"the lowest channel of television in the United States, Canada, Argentina and Mexico on which television signals are broadcast","2 is the lowest channel of television in the United States, Canada, Argentina and Mexico on which television signals are broadcast.",False
2,brace is also used in hunting to refer to a pair,2 is brace is also used in hunting to refer to a pair.,False
6,the resin identification code used in recycling to identify polystyrene,6 is the resin identification code used in recycling to identify polystyrene.,False
6,the number of points on a Star of David,6 is the number of points on a Star of David.,False
6,the number of orders of the Mishnah,6 is the number of orders of the Mishnah.,False
6,the number of symbolic foods placed on the Passover Seder Plate,6 is the number of symbolic foods placed on the Passover Seder Plate.,False
6,"the number of days taken to create the world by Yahweh in the Old Testament Book of Genesis, and the number of the day on which humankind were created","6 is the number of days taken to create the world by Yahweh in the Old Testament Book of Genesis, and the number of the day on which humankind were created.",False
6,"in the NBA, a number worn by several players, most notably LeBron James","6 is in the NBA, a number worn by several players, most notably LeBron James.",False
6,"in American and Canadian football, the number of points received for a touchdown","6 is in American and Canadian football, the number of points received for a touchdown.",False
6,"in football/soccer, the number of AC Milan's legendary centre back and captain Franco Baresi","6 is in football/soccer, the number of AC Milan's legendary centre back and captain Franco Baresi.",False
6,"in football/soccer, the number of Arsenal's legendary centre back and captain Tony Adams","6 is in football/soccer, the number of Arsenal's legendary centre back and captain Tony Adams.",False
6,"in football (soccer), the number of substitutes combined by both teams, that are allowed in the game","6 is in football (soccer), the number of substitutes combined by both teams, that are allowed in the game.",False
6,"in ice hockey, the number of players per team, including the goaltender, that are on the ice at any one time, excluding penalty situations","6 is in ice hockey, the number of players per team, including the goaltender, that are on the ice at any one time, excluding penalty situations.",False
6,"the number of sides on a cube, hence the highest number on a standard die","6 is the number of sides on a cube, hence the highest number on a standard die.",False
6,the highest number on one end of a standard domino,6 is the highest number on one end of a standard domino.,False
6,the number of dots in a Braille cell,6 is the number of dots in a Braille cell.,False
6,the ordinal adjective senary,6 is the ordinal adjective senary.,False
6,the number of strings on a standard guitar,6 is the number of strings on a standard guitar.,False
6,"the number of basic holes or keys on most woodwind instruments (e.g., pennywhistle, clarinet, saxophone, bassoon)","6 is the number of basic holes or keys on most woodwind instruments (e.g., pennywhistle, clarinet, saxophone, bassoon).",False
6,"the concerti grossi Opus 3, organ concertos Opus 4 and Opus 7 (each) by Georg Frideric Handel","6 is the concerti grossi Opus 3, organ concertos Opus 4 and Opus 7 (each) by Georg Frideric Handel.",False
6,the name of the second album by Mansun released in 1998,6 is the name of the second album by Mansun released in 1998.,False
6,the number of semitones in a tritone,6 is the number of semitones in a tritone.,False
6,the number of tastes in traditional Indian Medicine called Ayurveda,6 is the number of tastes in traditional Indian Medicine called Ayurveda.,False
6,the Roman numeral VI stands for subdwarfs in the Yerkes spectral classification scheme,6 is the Roman numeral VI stands for subdwarfs in the Yerkes spectral classification scheme.,False
99,"the highest jersey number allowed in most major league sports, uniform numbers are limited to 2 digits","99 is the highest jersey number allowed in most major league sports, uniform numbers are limited to 2 digits.",False
98,"the highest jersey number allowed in the National Hockey League, as 99 was retired by the entire league to honor Wayne Gretzky and major-league sports only allow one- or two-digit uniform numbers","98 is the highest jersey number allowed in the National Hockey League, as 99 was retired by the entire league to honor Wayne Gretzky and major-league sports only allow one- or two-digit uniform numbers.",False
98,"the atomic number of californium, an actinide","98 is the atomic number of californium, an actinide.",False
91,"the atomic number of protactinium, an actinide","91 is the atomic number of protactinium, an actinide.",False
91,the code for international direct dial phone calls to India,91 is the code for international direct dial phone calls to India.,False
91,"in cents of a U.S. dollar, the amount of money one has if one has one each of the coins of denominations less than a dollar (penny, nickel, dime, quarter and half dollar)","91 is in cents of a U.S. dollar, the amount of money one has if one has one each of the coins of denominations less than a dollar (penny, nickel, dime, quarter and half dollar).",False
91,the ISBN Group Identifier for books published in Sweden,91 is the ISBN Group Identifier for books published in Sweden.,False
91,the number of the French department Essonne,91 is the number of the French department Essonne.,False
90,the car number most associated with former NASCAR team owner Junie Donlavey,90 is the car number most associated with former NASCAR team owner Junie Donlavey.,False
90,the number of minutes in a football (soccer) match,90 is the number of minutes in a football (soccer) match.,False
93,the code for international direct dial phone calls to Afghanistan,93 is the code for international direct dial phone calls to Afghanistan.,False
